index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote
339f8d95aba60a7fb972b801d2f34167,2025-10-04T20:33:31Z,'Hochwasser Pegel',www.welt.de,de,0,Norddeutschland muss sich für mögliche schwere Sturmflut am Sonntag wappnen,"Orkanböen, Fährausfälle, Hochwasser – der deutschen Nordseeküste droht am Sonntag eine Sturmflut. Erwartet werden Pegelstände von bis zu zwei Metern über dem mittleren Hochwasser. Welche Orte besonders betroffen sind.",https://www.welt.de/regionales/hamburg/article68e1833dc9fcb483178b7d54/bundesamt-warnt-norddeutschland-muss-sich-fuer-moegliche-schwere-sturmflut-am-sonntag-wappnen.html,https://images.welt.de/68e1833dc9fcb483178b7d54/3b8c63ca3076ca9a3913916aae319f2f-master/ci16x9-w1200/strandkoerbe-vor-erwarteter-sturmflut-gesichert,,"Die deutsche Nordseeküste muss sich am Sonntag auf eine Sturmflut einstellen. Betroffen seien auch die Flüsse Elbe, Weser und Ems, teilte das Bundesamt für Seeschifffahrt und Hydrographie (BSH) mit. … [+1642 chars]",
1597206826a90b5b4e81950efa0f4159,2025-10-05T00:37:26Z,'Hochwasser',www.zeit.de,de,0,"Extremwetter: Sturmtief ""Detlef"" zieht über Deutschland",Für die Nordseeküste gilt eine Sturmflutwarnung. Das Hochwasser könnte am Mittag Emden erreichen. In der Nordsee trieb zwischenzeitlich ein manövrierunfähiger Öltanker.,https://www.zeit.de/gesellschaft/zeitgeschehen/2025-10/nordsee-tanker-manoevrierunfaehig-gasoel-niederlande,https://img.zeit.de/politik/ausland/2025-10/sturm-erwartung-weite-teile-deutschlands/wide__1300x731,,"Behörden haben für die Nordseeküste eine Sturmflutwarnung herausgegeben. Auslöser ist das Sturmtief Detlef, das über Deutschland hinwegzieht und in weiten Teilen des Landes starken Wind und Regen mit… [+2880 chars]",
3525ae3bf0c7be81ae0457727a7a86ca,2025-10-05T10:08:00Z,'Hochwasser',www.sueddeutsche.de,de,0,Hochwasser: Sturmflut erreicht Nordseeküste,Im Norden Deutschlands ist am Sonntag mit Hochwasser und Einschränkungen zu rechnen. In anderen Teilen Europas hat das Sturmtief Bäume umstürzen lassen und für Strom- und Flugausfälle gesorgt. In Frankreich kamen zwei Menschen ums Leben.,https://www.sueddeutsche.de/panorama/sturmflut-nordsee-sturmflut-heute-hamburg-li.3321645,https://www.sueddeutsche.de/2025/10/05/48df7a75-ecff-4b2c-952b-5a67da28498a.jpg?q=60&fm=webp&width=1200&rect=0%2C158%2C4000%2C2250,,"Eine Sturmflutwarnung gelte auch für Elbe, Weser und Ems. An der Elbe werden Pegelstände von mehr als zwei Metern erwartet, um 16 Uhr könnte der Wasserstand am Elb-Pegel St. Pauli etwa zwei Meter übe… [+2799 chars]",
4d7b20799d1d5fe1dcd56002a0a0a30a,2025-10-05T11:16:21Z,'Hochwasser Pegel',www.zeit.de,de,0,Wetter: Sturmflut erreicht Nordseeküste,Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Sturmflut erreicht Nordseeküste“.,https://www.zeit.de/news/2025-10/05/sturmflut-erreicht-nordseekueste,https://img.zeit.de/news/2025-10/05/sturmflut-erreicht-nordseekueste-image-group/wide__1300x731,,"Die angekündigte Sturmflut hat die schleswig-holsteinische Nordseeküste erreicht. Die Pegelstände können am Sonntag in Teilen der Küstenregion bis zu zwei Meter über dem mittleren Hochwasser stehen, … [+887 chars]",
0b84ef6cb006af425e1ebb97d8dc1d36,2025-10-05T14:00:09Z,'Hochwasser',www.tagesschau.de,de,0,Viele Tote bei Hochwasser und Erdrutschen in Nepal,Heftige Regenfälle haben in Nepal Straßen unterspült und Häuser unter Wasser gesetzt. Mindestens 44 Menschen kamen ums Leben. Am Mount Everest sitzen Hunderte Menschen wegen Schneefällen fest.,https://www.tagesschau.de/ausland/asien/nepal-erdrutsch-hochwasser-100.html,https://images.tagesschau.de/image/2ee5037e-6cac-4e26-9571-adec21151f0c/AAABmbSZr24/AAABmKJZ-0g/16x9-big/nepal-616.jpg?width=1280,,"Stand: 05.10.2025 16:00 Uhr
Heftige Regenfälle haben in Nepal Straßen unterspült und Häuser unter Wasser gesetzt. Mindestens 44 Menschen kamen ums Leben. Am Mount Everest sitzen Hunderte Menschen we… [+2400 chars]",
85b4ed5ff6bd7580b679da1f04511e9e,2025-10-05T14:59:49Z,'Hochwasserschutz',noe.orf.at,de,0,Großprojekt gegen Hochwasser in Gmünd fertiggestellt,"Im Bezirk Gmünd ist am Samstag  eine Hochwasserschutzanlage eröffnet worden. Damit sollen etwa 160 Menschen, 50 Gebäude und wichtige Infrastruktur entlang der Lainsitz und des Braunaubachs geschützt werden. 12 Mio. Euro wurden von Bund, Land und Stadt investi…",https://noe.orf.at/stories/3324516/,https://ibs.orf.at/noe?image=https%3A%2F%2Foekastatic.orf.at%2Fmims%2F2025%2F41%2F05%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F2789274_master_1075905_nn.jpg%3Fs%3Da28b171a8883d768da0005f89eb75cb17c51739c,,"Die Hochwasserschutzanlage umfasse mehrere Maßnahmen entlang der Lainsitz und des Braunaubaches, heißt es in einer Aussendung. Großteils wurden Mauerlösungen ausgeführt, sie wurden abschnittsweise mi… [+1605 chars]",
1a37d664c295f00598c04bcd269b3ec5,2025-10-09T04:59:05Z,'Hochwasser',tirol.orf.at,de,0,Schutzplan für Hochwasser in Kramsach,"Die Brandenberger Ache stellt für die Gemeinde Kramsach (Bezirk Kufstein) eine große Hochwassergefahr dar. Eine neue Variantenstudie zeigt nun, wie die Gemeinde künftig besser geschützt werden kann. Mauern und Dämme seien sinnvoller als etwa ein Rückhaltebeck…",https://tirol.orf.at/stories/3324951/,https://ibs.orf.at/tir?image=https%3A%2F%2Foekastatic.orf.at%2Fmims%2F2019%2F20%2F82%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F157735_master_36382_dsc_7049.jpg%3Fs%3D466c53d8b9757a511564e0f4d710f43406b2ed4c,,"Für die Gemeinde Kramsach gehe von der Ache eine größere Hochwassergefahr als vom Inn aus, heißt es seitens des Landes. Schon bei einem 30-jährlichen Hochwasser würde die Brandenberger Ache über die … [+2034 chars]",
c164dbcf2aaf31d3abe88e0bff4abdc2,2025-10-10T05:20:07Z,'Hochwasser Starkregen',www.n-tv.de,de,1,An die Zukunft denken: Klimagerechtes Bauen - was bedeutet das?,"Beim klimagerechten Bauen geht es um mehr als Photovoltaik oder Wärmepumpe. Mit Blick auf den Klimawandel, Wetterlagen und Energieverbrauch betrifft die Planung das gesamte Haus und seine Umgebung.",https://www.n-tv.de/ratgeber/Klimagerechtes-Bauen-was-bedeutet-das-article26076034.html,https://www.n-tv.de/img/incoming/crop26075609/9661321613-cImg_16_9-w1200/Energie-im-Gebaude-einsparen-Solarpaneele-sind-nur-ein-Aspekt-beim-klimagerechten-Bauen.jpg,http://web.archive.org/web/20251011153859/https://www.n-tv.de/ratgeber/Klimagerechtes-Bauen-was-bedeutet-das-article26076034.html,"Hitze und Waldbrände, Starkregen, Sturmfluten und Hochwasser - extreme Wetterereignisse nehmen zu. Wohnhäuser halten solchen Naturgewalten nur schwer stand, wenn sie nicht an die aktuellen Gegebenhei… [+6104 chars]",
31011f9783101c1653af4bc1b9d7d60a,2025-10-10T06:18:00Z,'Hochwasser',steiermark.orf.at,de,0,Landeswarnzentrale feiert 40 Jahr-Jubiläum,"Die steirische Landeswarnzentrale begeht ihr 40-jähriges Bestehen. Gegründet wurde sie 1985, in den vergangenen 40 Jahren war sie unter anderem bei Hochwasser, Schneemassen oder in der Pandemiezeit die Verbindungs- und Schaltstelle für die Krisenkoordination.",https://steiermark.orf.at/stories/3325196/,https://ibs.orf.at/stm?image=https%3A%2F%2Foekastatic.orf.at%2Fmims%2F2025%2F40%2F80%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F2785545_master_1074380_land_steiermark-00424.jpg%3Fs%3D079aa18d20b8598288dc99266cf9cfb5059d981d,,"Wenn Straßen und Häuser überflutet sind, Lawinen Wohngegenden von der Umwelt abschneiden oder auch während der CoV-Pandemie: Die Mitarbeiter der Landeswarnzentrale sind diejenigen, die rund um die Uh… [+1821 chars]",
30b2268e8854495f638f8ba27776d71d,2025-10-10T13:40:33Z,'Hochwasser Deiche',www.stern.de,de,0,Gewässer: Hochwasserschutz: Schwarze Elster soll mehr Platz bekommen,Plessa/Bad Liebenwerda (bb) - Die Schwarze Elster ist ein Sorgenkind unter den Flüssen in Brandenburg. Das Umweltministerium will nun Verbesserungen beim,https://www.stern.de/gesellschaft/regional/berlin-brandenburg/gewaesser--hochwasserschutz--schwarze-elster-soll-mehr-platz-bekommen-36121942.html,https://image.stern.de/36121944/t/Uv/v1/w1440/r1.7778/-/10--o4qqslzsebv8axs2048jpeg---4d4eb8260933e3f4.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Der Hochwasserschutz soll durch neue Überflutungsflächen und verlegte Deiche besser werden. Auch bräunlicher Eisenschlamm muss raus aus dem Fluss… [+1387 chars]",
97f14a550068945de133fdf7d2f8347b,2025-10-10T13:40:33Z,'Hochwasser',www.zeit.de,de,0,Gewässer: Hochwasserschutz: Schwarze Elster soll mehr Platz bekommen,Hier finden Sie Informationen zu dem Thema „Gewässer“. Lesen Sie jetzt „Hochwasserschutz: Schwarze Elster soll mehr Platz bekommen“.,https://www.zeit.de/news/2025-10/10/hochwasserschutz-schwarze-elster-soll-mehr-platz-bekommen,https://img.zeit.de/news/2025-10/10/hochwasserschutz-schwarze-elster-soll-mehr-platz-bekommen-image-group/wide__1300x731,,Die Schwarze Elster ist ein Sorgenkind unter den Flüssen in Brandenburg. Das Umweltministerium will nun Verbesserungen beim Hochwasserschutz an dem stark ausgebauten und begradigten Fluss voranbringe… [+1225 chars],
fe6f01f7ee80eb0fa4ac8f468f0dec4c,2025-10-10T13:41:33Z,'Hochwasser Deiche',www.tagesspiegel.de,de,0,Gewässer: Hochwasserschutz: Schwarze Elster soll mehr Platz bekommen,Der Hochwasserschutz soll durch neue Überflutungsflächen und verlegte Deiche besser werden. Auch bräunlicher Eisenschlamm muss raus aus dem Fluss.,https://www.tagesspiegel.de/berlin/gewasser-hochwasserschutz-schwarze-elster-soll-mehr-platz-bekommen-14533781.html,https://www.tagesspiegel.de/images/14533778/alternates/BASE_16_9_W1400/1760103693000/deichpflege-schwarze-elster.jpeg,,Die Schwarze Elster ist ein Sorgenkind unter den Flüssen in Brandenburg. Das Umweltministerium will nun Verbesserungen beim Hochwasserschutz an dem stark ausgebauten und begradigten Fluss voranbringe… [+1279 chars],
4be4025bb31cdfcb4c6873ff5c11c684,2025-10-10T22:48:18Z,'Überschwemmung',www.focus.de,de,0,Überschwemmungen und Erdrutsche: Mehr als 20 Tote in Mexiko,Starke Regenfälle überfluten ganze Landstriche und Stadtteile in mehreren mexikanischen Bundesstaaten. Auf Dächern und Bäumen warten viele Betroffene auf Rettung. Andere sterben bei Erdrutschen.,https://www.focus.de/panorama/welt/ueberschwemmungen-und-erdrutsche-mehr-als-20-tote-in-mexiko_e6b01f73-4fa8-4b5f-a93b-000beb253efe.html,https://quadro.burda-forward.de/ctf/c9cf90fe-caae-4d50-82d8-2062a03e3deb.7c0f2852-3156-413b-9e15-049d110ed475.jpeg?im=RegionOfInterestCrop%3D%281200%2C630%29%2CregionOfInterest%3D%281052%2C796%29&hash=a44b2ecd1f0d798121bfd5f00654ffe91407a43eefeba01650cf6531fdbd66ea,,Bei Unwettern in Mexiko sind offiziellen Angaben zufolge mindestens 24 Menschen ums Leben gekommen. Länger anhaltende Regenfälle lösten in mehreren Teilen des Landes Überschwemmungen und Erdrutsche a… [+1458 chars],
4c6aff61d89c731eca24bef5253480e2,2025-10-11T00:23:17Z,'Überschwemmung',www.faz.net,de,0,Unwetter: Überschwemmungen und Erdrutsche: Mehr als 20 Tote in Mexiko,Starke Regenfälle überfluten ganze Landstriche und Stadtteile in mehreren mexikanischen Bundesstaaten. Auf Dächern und Bäumen warten viele Betroffene auf Rettung. Andere sterben bei Erdrutschen.,https://www.faz.net/aktuell/gesellschaft/ungluecke/ueberschwemmungen-und-erdrutsche-mehr-als-20-tote-in-mexiko-accg-110727432.html,https://media0.faz.net/ppmedia/w1200/aktuell/gesellschaft/1062722943/1.10727434/facebook_teaser/ueberschwemmungen-im.jpg.webp,,Bei Unwettern in Mexiko sind offiziellen Angaben zufolge mindestens 24 Menschen ums Leben gekommen. Länger anhaltende Regenfälle lösten in mehreren Teilen des Landes Überschwemmungen und Erdrutsche a… [+1491 chars],
579def6ece5ca8e40573db7ca00b1d1b,2025-10-11T02:37:04Z,'Überschwemmung',www.sueddeutsche.de,de,0,Mexiko: Zahlreiche Tote und Verletzte nach Unwettern,"Mehr als 20 Menschen kommen bei Überschwemmungen und Erdrutschen ums Leben, zahlreiche werden verletzt. Mehrere Landstriche stehen vollständig unter Wasser.",https://www.sueddeutsche.de/panorama/mexiko-unwetter-ueberschwemmungen-tote-li.3324548,https://www.sueddeutsche.de/2025/10/11/875b12fb-d8b0-4801-8caa-0830fa8bb497.jpg?q=60&fm=webp&width=1200&rect=0%2C120%2C1280%2C720,,"Im östlichen Bundesstaat Veracruz, in dem zwei Menschen ums Leben kamen, überschwemmte der über die Ufer getretene Fluss Cazones die Stadt Poza Rica, die fast 190.000 Einwohner hat. Rund 35 Prozent d… [+1081 chars]",
915a2cbf018b08eb135d4c14907c2127,2025-10-11T03:30:06Z,'Hochwasser',www.stern.de,de,1,Ad-hoc-Programm: Kommunen fordern mehr Geld für Katastrophenschutz,"Waldbrände, Hochwasser, Cyberangriffe: Die Herausforderungen für den Katastrophenschutz sind vielfältig. Niedersachsen werde daher weiter investieren, sichert Ministerin Behrens zu.",https://www.stern.de/gesellschaft/regional/niedersachsen-bremen/ad-hoc-programm--kommunen-fordern-mehr-geld-fuer-katastrophenschutz-36122838.html,https://image.stern.de/36122840/t/KH/v1/w1440/r1.7778/-/11--rsgdxuhisov4axs2048jpeg---f2f94ce10479cee1.jpg,http://web.archive.org/web/20251012071141/https://www.stern.de/gesellschaft/regional/niedersachsen-bremen/ad-hoc-programm--kommunen-fordern-mehr-geld-fuer-katastrophenschutz-36122838.html,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Waldbrände, Hochwasser, Cyberangriffe: Die Herausforderungen für den Katastrophenschutz sind vielfältig. Niedersachsen werde daher weiter investi… [+2310 chars]",
ec04382ad1111854e654bab18d58c88a,2025-10-11T04:29:33Z,'Hochwasser',noe.orf.at,de,1,Unwetter: AK für besseren Versicherungsschutz,"Das Hochwasser im Vorjahr hat einen Schaden von rund 1,3 Mrd. Euro verursacht. Nur etwa die Hälfte der Summe war durch Versicherungen und den Katastrophenfonds gedeckt. Laut Arbeiterkammer braucht es einen besseren Versicherungsschutz bei Naturkatastrophen.",https://noe.orf.at/stories/3325327/,https://ibs.orf.at/noe?image=https%3A%2F%2Foekastatic.orf.at%2Fmims%2F2024%2F38%2F64%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F2352664_master_897064_unwetter_situation_in_niederoesterreich_pottenbrunn_7.jpg%3Fs%3Df589e7a0517406adf11dcc9b37e76db61450a5e8,http://web.archive.org/web/20251011043922/https://noe.orf.at/stories/3325327/,"Bei dem verheerenden Hochwasser im September 2024 wurde ganz Niederösterreich zum Katastrophengebiet erklärt. Mehr als 21.000 Gebäude waren betroffen, die Schäden waren enorm.
Laut Arbeiterkammer si… [+2254 chars]",
d299ad82f438bb0fd179d3cc3123b38e,2025-10-11T05:54:29Z,'Überschwemmung',www.stern.de,de,0,Unwetter: Überschwemmungen und Erdrutsche: Mehr als 20 Tote in Mexiko,Starke Regenfälle überfluten ganze Landstriche und Stadtteile in mehreren mexikanischen Bundesstaaten. Auf Dächern und Bäumen warten viele Betroffene auf Rettung. Andere sterben bei Erdrutschen.,https://www.stern.de/panorama/unwetter--ueberschwemmungen-und-erdrutsche--mehr-als-20-tote-in-mexiko-36122972.html,https://image.stern.de/36122974/t/Y8/v1/w1440/r1.7778/-/11--sbvugpc2v4v1axs2048jpeg---3e6ac8a126b4563c.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Starke Regenfälle überfluten ganze Landstriche und Stadtteile in mehreren mexikanischen Bundesstaaten. Auf Dächern und Bäumen warten viele Betrof… [+1745 chars]",
9131940fce4041b7195f2b9208fb59ce,2025-10-11T05:54:29Z,'Überschwemmung',www.zeit.de,de,0,Unwetter: Überschwemmungen und Erdrutsche: Mehr als 20 Tote in Mexiko,Hier finden Sie Informationen zu dem Thema „Unwetter“. Lesen Sie jetzt „Überschwemmungen und Erdrutsche: Mehr als 20 Tote in Mexiko“.,https://www.zeit.de/news/2025-10/11/ueberschwemmungen-und-erdrutsche-mehr-als-20-tote-in-mexiko,https://img.zeit.de/news/2025-10/11/ueberschwemmungen-und-erdrutsche-mehr-als-20-tote-in-mexiko-image-group/wide__1300x731,,Bei Unwettern in Mexiko sind offiziellen Angaben zufolge mindestens 24 Menschen ums Leben gekommen. Länger anhaltende Regenfälle lösten in mehreren Teilen des Landes Überschwemmungen und Erdrutsche a… [+1535 chars],
